id,split,pages,failed,precision,recall,f1,word_f1,page_f1,cost_usd,cost_per_page_usd,core_inference_seconds,api_calls,budget_resumed,replayed_api_requests
cfpb_closing-disclosure_filled-sample_corrupted,short,5,False,0.40816326530612246,0.12903225806451613,0.19607843137254902,,,0.011317404,0.0022634808,15.940878,43,False,0
dc-pepco-residential-bill,short,3,False,0.6190476190476191,0.6190476190476191,0.6190476190476191,,,0.004331754,0.001443918,5.129468,14,False,0
dd1155_schedule_continuation_0002,short,7,False,0.6363636363636364,0.6363636363636364,0.6363636363636364,,,0.0021764820000000004,0.00031092600000000005,3.21876,8,False,0
dd1155_schedule_continuation_0008,short,5,False,1.0,0.45454545454545453,0.625,,,0.002131752,0.00042635040000000006,2.709803,7,False,0
fidelity_0002_sample,short,5,False,0.09523809523809523,0.04285714285714286,0.05911330049261083,,,0.008145438,0.0016290876,11.026403,30,False,0
fort_bend_operativeiq_invoice,short,1,False,0.6363636363636364,0.5714285714285714,0.6021505376344085,,0.0,0.0034938539999999994,0.0034938539999999994,4.167702,12,False,0
golden_corral_receipt_refugio_county_auditor,short,1,False,0.2619047619047619,0.2894736842105263,0.2750000000000001,,0.0,0.0015909600000000002,0.0015909600000000002,3.433934,10,False,0
grafton_isotrope_invoice_19503,short,1,False,0.7954545454545454,0.8536585365853658,0.8235294117647058,,0.0,0.003727751999999999,0.003727751999999999,6.288233,18,False,0
gsa_mas_it_labor_0004,short,8,False,0.6984126984126984,0.4731182795698925,0.5641025641025641,,,0.0011256000000000003,0.00014070000000000003,1.47835,4,False,0
gsa_mas_it_labor_0020,short,10,False,0.21686746987951808,0.1935483870967742,0.20454545454545456,,,0.001434216,0.0001434216,1.822725,5,False,0
h5Filing-45659-1,short,2,False,0.875,0.84,0.8571428571428572,0.49557522123893805,0.8188976377952757,0.007761978000000001,0.0038809890000000005,10.279385,29,False,0
h5Filing-45884-1,short,2,False,0.8421052631578947,0.810126582278481,0.8258064516129032,0.38181818181818183,0.7187500000000001,0.007364448,0.003682224,9.827142,28,False,0
h5Filing-45887-1,short,2,False,0.868421052631579,0.8354430379746836,0.8516129032258065,0.3486238532110092,0.7230769230769231,0.007439165999999998,0.003719582999999999,10.192369,28,False,0
h5Filing-45919-1,short,2,False,0.7976190476190477,0.7701149425287356,0.783625730994152,0.3519999999999999,0.6666666666666667,0.0076871340000000035,0.0038435670000000017,10.759396,29,False,0
h5Filing-46302-1,short,2,False,0.8369565217391305,0.8105263157894737,0.8235294117647058,0.3283582089552239,0.6938775510204082,0.008230488000000001,0.0041152440000000005,11.50289,30,False,0
h5Filing-46383-1,short,2,False,0.7638888888888888,0.7333333333333333,0.7482993197278911,0.36538461538461536,0.6923076923076923,0.007236684000000001,0.0036183420000000005,9.771564,27,False,0
h5Filing-46384-1,short,2,False,0.7916666666666666,0.76,0.7755102040816326,0.3762376237623762,0.7175572519083969,0.007325640000000003,0.0036628200000000015,10.231051,28,False,0
h5Filing-46780-1,short,2,False,0.8472222222222222,0.8133333333333334,0.8299319727891157,0.42718446601941745,0.7538461538461538,0.007049951999999998,0.003524975999999999,10.702162,27,False,0
h5Filing-47175-1,short,2,False,0.7894736842105263,0.759493670886076,0.7741935483870968,0.4297520661157025,0.6917293233082706,0.008059632,0.004029816,13.402543,30,False,0
h5Filing-48982-1,short,2,False,0.8552631578947368,0.8227848101265823,0.8387096774193549,0.47787610619469023,0.712121212121212,0.007467389999999997,0.0037336949999999987,12.193064,29,False,0
h5Filing-49070-1,short,2,False,0.8157894736842105,0.7848101265822784,0.7999999999999999,0.4247787610619469,0.6814814814814815,0.007149786000000001,0.0035748930000000004,10.335142,27,False,0
h5Filing-50745-2,short,2,False,0.8421052631578947,0.810126582278481,0.8258064516129032,0.41666666666666663,0.7536231884057972,0.007941779999999999,0.0039708899999999995,10.985211,29,False,0
h5Filing-66006-1,short,2,False,0.881578947368421,0.8481012658227848,0.8645161290322582,0.4655172413793104,0.7058823529411764,0.007488642,0.003744321,11.034363,29,False,0
hingham-grainger-invoice,short,1,False,0.7777777777777778,0.6829268292682927,0.7272727272727273,,0.4000000000000001,0.005507123999999999,0.005507123999999999,7.140183,19,False,0
hingham-wbmason-invoice,short,1,False,0.7727272727272727,0.8292682926829268,0.7999999999999999,,0.0,0.005845601999999998,0.005845601999999998,7.009329,18,False,0
hingham_lowes_receipt,short,4,False,0.8333333333333334,0.35714285714285715,0.5,,,0.0023498580000000007,0.0005874645000000002,3.852325,10,False,0
lancaster_county_ne_requisition_po_husker_steel,short,6,False,0.7948717948717948,0.7948717948717948,0.7948717948717948,,,0.0035773499999999995,0.0005962249999999999,5.03061,14,False,0
lancaster_county_ne_requisition_po_husker_steel_corrupted,short,6,False,0.6521739130434783,0.38461538461538464,0.4838709677419355,,,0.0039039,0.00065065,5.715768,16,False,0
mcdonalds_receipt_chicago_documentcloud,short,1,False,0.4583333333333333,0.4074074074074074,0.4313725490196078,,,0.0016318260000000003,0.0016318260000000003,2.887444,8,False,0
mission-tx-tyler-invoice,short,2,False,0.8333333333333334,0.30927835051546393,0.45112781954887227,,,0.005862653999999997,0.0029313269999999983,7.566019,20,False,0
ms_medicaid_ra_adjustments,short,4,False,0.24193548387096775,0.25862068965517243,0.25000000000000006,,,0.001110522,0.0002776305,1.60277,4,False,0
ms_medicaid_ra_adjustments_corrupted,short,4,False,0.13414634146341464,0.1896551724137931,0.15714285714285714,,,0.001118628,0.000279657,1.632581,4,False,0
ms_medicaid_ra_paid_denied_claims,short,6,False,0.0,0.0,0.0,,,0.0005472599999999999,9.120999999999999e-05,0.837647,2,False,0
ms_medicaid_ra_paid_denied_claims_corrupted,short,6,False,0.48936170212765956,0.16083916083916083,0.24210526315789474,,,0.0007323959999999997,0.00012206599999999995,1.158596,3,False,0
nport__bullfinch_fund_inc,short,3,False,0.3076923076923077,0.013628620102214651,0.026101141924959218,0.017761989342806393,0.02112676056338028,0.0026523,0.0008841,3.327953,9,False,0
nport__gabelli_growth_fund_2025q4,short,3,False,0.5769230769230769,0.02555366269165247,0.04893964110929853,0.014311270125223612,0.024911032028469754,0.0025614119999999995,0.0008538039999999998,2.990566,8,False,0
nport__oak_associates_funds,short,3,False,0.7307692307692307,0.03544776119402985,0.06761565836298931,0.0234375,0.03501945525291829,0.0025065599999999997,0.0008355199999999999,3.19956,8,False,0
oklahoma_county_purchase_order_avl_systems,short,1,False,0.6521739130434783,0.6521739130434783,0.6521739130434783,,0.0,0.00473571,0.00473571,6.195655,15,False,0
oklahoma_county_purchase_order_avl_systems_corrupted,short,1,False,0.26666666666666666,0.17391304347826086,0.2105263157894737,,0.0,0.0026804820000000005,0.0026804820000000005,3.915879,11,False,0
passcoag-2020-w2-p0002-r1,short,1,False,0.6756756756756757,0.5813953488372093,0.6250000000000001,0.0,0.4545454545454545,0.004218774,0.004218774,6.922527,19,False,0
passcoag-2020-w2-p0002-r2,short,1,False,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.07692307692307693,0.358974358974359,0.0032870040000000005,0.0032870040000000005,5.954559,17,False,0
passcoag-2020-w2-p0002-r3,short,1,False,0.5121951219512195,0.4883720930232558,0.5,0.0,0.2553191489361702,0.003703727999999999,0.003703727999999999,7.134553,18,False,0
passcoag-2020-w2-p0002-r4,short,1,False,0.7027027027027027,0.6341463414634146,0.6666666666666667,0.07142857142857142,0.47619047619047616,0.003991511999999999,0.003991511999999999,7.63172,19,False,0
passcoag-2020-w2-p0003-r1,short,1,False,0.4878048780487805,0.46511627906976744,0.4761904761904762,0.0,0.22222222222222224,0.0037765560000000004,0.0037765560000000004,5.895787,16,False,0
passcoag-2020-w2-p0003-r2,short,1,False,0.5853658536585366,0.5853658536585366,0.5853658536585366,0.0,0.358974358974359,0.0033063240000000002,0.0033063240000000002,5.828652,16,False,0
passcoag-2020-w2-p0003-r3,short,1,False,0.6410256410256411,0.6097560975609756,0.625,0.19354838709677416,0.4186046511627907,0.0032556300000000007,0.0032556300000000007,6.706046,18,False,0
passcoag-2020-w2-p0003-r4,short,1,False,0.6216216216216216,0.5348837209302325,0.575,0.2222222222222222,0.4090909090909091,0.003927462,0.003927462,6.744946,17,False,0
passcoag-2020-w2-p0004-r1,short,1,False,0.6216216216216216,0.5348837209302325,0.575,0.0,0.3902439024390244,0.0026920319999999996,0.0026920319999999996,4.322787,12,False,0
passcoag-2020-w2-p0004-r2,short,1,False,0.4864864864864865,0.4186046511627907,0.45,0.0,0.15789473684210528,0.00354228,0.00354228,6.451299,17,False,0
passcoag-2020-w2-p0004-r3,short,1,False,0.5813953488372093,0.5813953488372093,0.5813953488372093,0.2285714285714286,0.39215686274509803,0.004401516000000001,0.004401516000000001,8.259832,23,False,0
passcoag-2020-w2-p0004-r4,short,1,False,0.6666666666666666,0.6046511627906976,0.6341463414634145,0.0,0.4347826086956522,0.004387571999999999,0.004387571999999999,7.429107,21,False,0
passcoag-2020-w2-p0005-r1,short,1,False,0.5609756097560976,0.5348837209302325,0.5476190476190476,0.1212121212121212,0.4347826086956522,0.00427287,0.00427287,7.090099,19,False,0
passcoag-2020-w2-p0005-r2,short,1,False,0.6756756756756757,0.5813953488372093,0.6250000000000001,0.0,0.37209302325581395,0.003986430000000001,0.003986430000000001,5.62473,14,False,0
passcoag-2020-w2-p0005-r3,short,1,False,0.5405405405405406,0.46511627906976744,0.5,0.0,0.3,0.0034058219999999993,0.0034058219999999993,5.803454,16,False,0
passcoag-2020-w2-p0005-r4,short,1,False,0.6486486486486487,0.5581395348837209,0.6,0.0,0.36363636363636365,0.0043341479999999995,0.0043341479999999995,6.859434,18,False,0
passcoag-2020-w2-p0006-r1,short,1,False,0.5945945945945946,0.5116279069767442,0.55,0.0,0.3333333333333333,0.003339588,0.003339588,6.839429,17,False,0
passcoag-2020-w2-p0006-r2,short,1,False,0.5675675675675675,0.4883720930232558,0.525,0.0,0.2790697674418604,0.003998819999999999,0.003998819999999999,5.127384,14,False,0
passcoag-2020-w2-p0006-r3,short,1,False,0.5777777777777777,0.6046511627906976,0.5909090909090908,0.2285714285714286,0.45833333333333337,0.004885188,0.004885188,8.358531,23,False,0
passcoag-2020-w2-p0006-r4,short,1,False,0.6216216216216216,0.5348837209302325,0.575,0.0,0.3333333333333333,0.003956106000000001,0.003956106000000001,5.99844,15,False,0
pershing_0001,short,8,False,0.6666666666666666,0.6041666666666666,0.633879781420765,,,0.014971572000000006,0.0018714465000000007,24.607771,69,False,0
ppl-two-bill-example,short,3,False,0.6190476190476191,0.6190476190476191,0.6190476190476191,,0.0,0.0026279400000000005,0.0008759800000000002,4.194991,11,False,0
real_clinton_property_25_11073,short,9,False,0.45,0.03896103896103896,0.07171314741035856,0.039999999999999994,0.0598802395209581,0.0022070579999999996,0.00024522866666666665,2.504523,6,False,0
real_clinton_property_25_11073_corrupted,short,9,False,0.5,0.012987012987012988,0.025316455696202535,0.0,0.012269938650306747,0.001962114,0.00021801266666666668,1.883815,5,False,0
real_franklin_aug_2025,short,6,False,0.6881287726358148,0.684913217623498,0.6865172298427568,0.44388525415198793,0.7407942238267148,0.004424237999999999,0.0007373729999999998,8.106707,24,False,0
real_franklin_nov_2025,short,5,False,0.641660015961692,0.641660015961692,0.641660015961692,0.44895522388059705,0.7146666666666666,0.0039032699999999995,0.0007806539999999999,6.854115,20,False,0
real_wyo_Goshen_2024,short,10,False,0.25044404973357015,0.241852487135506,0.24607329842931938,0.6229508196721312,0.48263888888888884,0.004185006,0.00041850059999999997,15.499842,45,False,0
real_wyo_Niobrara_2024,short,7,False,0.36363636363636365,0.043243243243243246,0.07729468599033816,0.020833333333333336,0.028776978417266192,0.001189692,0.000169956,2.213002,6,False,0
real_wyo_Weston_2024,short,9,False,0.2857142857142857,0.032362459546925564,0.05813953488372092,0.0,0.017316017316017316,0.001211406,0.00013460066666666666,1.796446,5,False,0
sched_i__after_violence_project_ty2024,short,1,False,0.5238095238095238,0.22448979591836735,0.3142857142857143,0.15000000000000002,0.372093023255814,0.001347024,0.001347024,2.247829,6,False,0
sched_i__idaho_humanities_council_inc_ty2023,short,1,False,0.8571428571428571,0.12244897959183673,0.21428571428571427,0.0888888888888889,0.21739130434782608,0.001428336,0.001428336,2.32501,6,False,0
sched_i__rotary_club_ty2024,short,1,False,0.6666666666666666,0.2857142857142857,0.4,0.049999999999999996,0.34782608695652173,0.0014342579999999999,0.0014342579999999999,2.276277,6,False,0
sched_i__the_women_s_foundation_of_colorado_inc_ty2024,short,7,False,0.4132890365448505,0.47517188693659285,0.44207533759772566,0.027053140096618362,0.3123028391167192,0.010101882000000003,0.0014431260000000005,16.237434,42,False,0
sec_13f_0009_coatue_management,short,7,False,0.7337777777777778,0.6411650485436893,0.6843523316062176,0.12289052358286456,0.6636700158646219,0.011001143999999997,0.0015715919999999997,14.404056,39,False,0
sec_13f_0019_soros_fund_management,short,7,False,0.8364288041707396,0.7505847953216375,0.7911850824472184,0.2511655011655011,0.7638341774526355,0.011030292,0.001575756,14.833894,39,False,0
southampton-ny-york-env-invoice,short,2,False,0.7692307692307693,0.6153846153846154,0.6837606837606838,,0.6666666666666666,0.003825276,0.001912638,6.464023,17,False,0
stephenville-axon-invoice,short,9,False,0.6461038961038961,0.5993975903614458,0.6218750000000001,,0.25,0.011149235999999998,0.0012388039999999998,24.394442,58,False,0
texas_facilities_commission_purchase_order_shelton-keller,short,4,False,0.6521739130434783,0.3191489361702128,0.4285714285714286,,0.0,0.0033613440000000005,0.0008403360000000001,4.832654,11,False,0
texas_facilities_commission_purchase_order_shelton-keller_corrupted,short,4,False,0.6,0.19148936170212766,0.29032258064516125,,0.0,0.002502947999999999,0.0006257369999999998,3.487974,9,False,0
ti_spec_sheet_ne555_timer,short,1,False,0.4810126582278481,0.21348314606741572,0.29571984435797666,,,0.0007171079999999998,0.0007171079999999998,1.548317,4,False,0
ti_spec_sheet_ne555_timer_corrupted,short,1,False,0.43478260869565216,0.11235955056179775,0.17857142857142858,,,0.000650076,0.000650076,1.442458,4,False,0
uillinois_rate_card_carpool_2024,short,1,False,0.5,0.008771929824561403,0.017241379310344827,,,0.0005342399999999998,0.0005342399999999998,1.046436,3,False,0
uillinois_rate_card_carpool_2024_corrupted,short,1,False,0.3181818181818182,0.06140350877192982,0.10294117647058823,,,0.0006176520000000001,0.0006176520000000001,1.509743,4,False,0
utah_fleet_rate_schedule_fy2024,short,2,False,0.5,0.14705882352941177,0.22727272727272727,,,0.000794094,0.000397047,1.714062,4,False,0
utah_fleet_rate_schedule_fy2024_corrupted,short,2,False,0.0,0.0,0.0,,,0.000655704,0.000327852,1.082554,3,False,0
viega_price_list_propress_2026,short,5,False,0.4884579870729455,0.380849532037437,0.4279935275080906,,,0.013445334,0.0026890667999999998,16.583834,42,False,0
viega_price_list_propress_2026_corrupted,short,5,False,0.0074487895716946,0.0028797696184305254,0.004153686396677051,,,0.019595267999999992,0.003919053599999998,62.485042,175,False,0
we-energies-sample-bill,short,1,False,0.5185185185185185,0.5185185185185185,0.5185185185185185,,,0.0037421999999999993,0.0037421999999999993,5.686524,16,False,0
13f__leonteq_securities_2025q4,medium,31,False,0.8717512586746496,0.8054944364116426,0.83731416435223,0.2628344895936571,0.888448104868268,0.04998793800000006,0.00161251412903226,68.539175,171,False,0
13f__nalls_sherbakoff_2025q4,medium,12,False,0.8369565217391305,0.8349900596421471,0.8359721342621913,0.2980620819756474,0.8592152199762187,0.010065005999999998,0.0008387504999999998,15.348816,41,False,0
1G1PC5SB6E7111015_professional_valuation,medium,13,False,0.4380952380952381,0.13690476190476192,0.2086167800453515,,0.5,0.008035272000000001,0.0006180978461538463,9.732387,27,False,0
1G1PC5SB6E7111015_professional_valuation_corrupted,medium,13,False,0.47619047619047616,0.11904761904761904,0.19047619047619047,,0.625,0.007732074000000003,0.0005947749230769233,9.790294,25,False,0
arif-2023,medium,16,False,0.8455696202531645,0.8329177057356608,0.8391959798994975,0.010256410256410256,0.42804428044280446,0.14471280599999986,0.009044550374999991,271.697443,701,False,0
baker_hughes_earnings_deck_q4fy25,medium,25,False,0.05235602094240838,0.5,0.09478672985781991,,0.6666666666666666,0.009974076000000009,0.00039896304000000034,30.772344,85,False,0
bar-lev-2021,medium,30,False,0.8396624472573839,0.7578065498857578,0.7966373098478782,0.0,0.36464088397790057,0.14464048199999996,0.004821349399999998,268.738993,680,False,0
bar-lev-2022,medium,25,False,0.7585644371941273,0.7428115015974441,0.7506053268765133,0.008097165991902834,0.31268436578171094,0.13997722199999993,0.005599088879999997,289.742858,768,False,0
bar-lev-2023,medium,19,False,0.8506944444444444,0.778395552025417,0.8129406885109913,0.008438818565400843,0.4792899408284023,0.1411859819999998,0.007430841157894726,291.129089,764,False,0
bar-lev-2024,medium,27,False,0.7622641509433963,0.7952755905511811,0.7784200385356455,0.0,0.37654320987654316,0.1431938759999998,0.0053034768888888814,314.069484,823,False,0
becerra-2021,medium,38,False,0.734295415959253,0.6543116490166414,0.692,0.0,0.32053422370617696,0.16612104599999997,0.00437160647368421,369.182374,967,False,0
becerra-2022,medium,34,False,0.7638655462184873,0.6497498213009293,0.7022016222479721,0.059760956175298814,0.4467153284671532,0.16303371000000028,0.004795109117647067,332.594298,878,False,0
becerra-2023,medium,29,False,0.8242049469964664,0.6865342163355408,0.7490967482938579,0.009174311926605503,0.46178861788617886,0.15535123800000017,0.0053569392413793165,320.318305,849,False,0
becerra-2024,medium,27,False,0.7774979009235936,0.731437598736177,0.7537647537647538,0.0,0.4317718940936864,0.15676416000000043,0.0058060800000000155,323.310988,880,False,0
bianco-2021,medium,16,False,0.8871662360034454,0.894874022589053,0.8910034602076126,0.0,0.44927536231884063,0.13690878599999998,0.008556799124999999,290.690165,734,False,0
bianco-2022,medium,20,False,0.8824593128390597,0.866785079928952,0.8745519713261649,0.0,0.4210526315789473,0.12994774799999995,0.006497387399999997,218.534568,560,False,0
byline_bancorp_investor_deck_q2_2023,medium,24,False,0.05172413793103448,0.42857142857142855,0.0923076923076923,,0.0,0.010305750000000004,0.00042940625000000015,33.158991,92,False,0
cabrera-2021,medium,30,False,0.8348778433024431,0.8024291497975709,0.8183319570602807,0.0,0.423841059602649,0.14866467000000022,0.004955489000000007,313.186377,808,False,0
cabrera-2022,medium,28,False,0.74079874706343,0.7128862094951017,0.7265745007680491,0.0,0.30678466076696165,0.14177486399999997,0.005063387999999999,297.054558,788,False,0
cabrera-2023,medium,28,False,0.8063139931740614,0.7517899761336515,0.7780979827089337,0.0,0.3745019920318725,0.129938886,0.0046406745,252.95937,626,False,0
ccc_online_0003_geico_ford_crown_victoria,medium,19,False,0.0833976833976834,0.34615384615384615,0.134411947728687,,0.5,0.041835486000000074,0.0022018676842105304,111.999644,292,False,0
ccc_online_0003_geico_ford_crown_victoria_corrupted,medium,19,False,0.2702702702702703,0.0641025641025641,0.10362694300518134,,0.0,0.006558846000000001,0.00034520242105263164,8.009411,20,False,0
ccc_online_0004_liberty_dodge_journey,medium,16,False,0.09712722298221614,0.3817204301075269,0.15485278080697926,,1.0,0.043214766000000016,0.002700922875000001,115.353152,309,False,0
ccc_online_0004_liberty_dodge_journey_corrupted,medium,16,False,0.30952380952380953,0.06989247311827956,0.11403508771929824,,0.0,0.005118119999999999,0.0003198824999999999,6.443288,15,False,0
ccc_online_0008_state_farm_genesis_gv80,medium,19,False,0.14067278287461774,0.3445692883895131,0.19978284473398478,,0.28571428571428575,0.0430353,0.0022650157894736843,120.466181,318,False,0
ccc_online_0008_state_farm_genesis_gv80_corrupted,medium,19,False,0.56,0.052434456928838954,0.09589041095890412,,0.0,0.005788061999999998,0.0003046348421052631,7.060466,18,False,0
ccc_online_0009_travelers_ford_f150,medium,18,False,0.07868852459016394,0.5,0.1359773371104816,,0.3333333333333333,0.03226351799999999,0.0017924176666666662,93.882041,232,False,0
ccc_online_0009_travelers_ford_f150_corrupted,medium,18,False,0.5862068965517241,0.11805555555555555,0.1965317919075144,,0.3333333333333333,0.005931869999999998,0.0003295483333333332,8.951328,21,False,0
ccc_online_0010_travelers_ford_explorer,medium,21,False,0.046073977936404935,0.35858585858585856,0.08165612420931571,,0.0,0.04055129399999995,0.0019310139999999978,121.002106,314,False,0
ccc_online_0010_travelers_ford_explorer_corrupted,medium,21,False,0.5238095238095238,0.05555555555555555,0.10045662100456619,,0.0,0.00479598,0.00022838,6.933715,17,False,0
ccc_online_0011_infinity_toyota_tacoma,medium,24,False,0.030198446937014668,0.3211009174311927,0.055205047318611984,,0.0,0.06720268800000004,0.0028001120000000017,181.849136,481,False,0
ccc_online_0011_infinity_toyota_tacoma_corrupted,medium,24,False,0.24,0.027522935779816515,0.04938271604938272,,0.0,0.00430689,0.00017945375,7.059167,15,False,0
ccc_online_0012_chubb_dodge_durango,medium,17,False,0.08492201039861352,0.3983739837398374,0.14,,0.0,0.02603857199999999,0.0015316807058823522,87.37182,224,False,0
ccc_online_0012_chubb_dodge_durango_corrupted,medium,17,False,0.2549019607843137,0.21138211382113822,0.2311111111111111,,0.0,0.006032166,0.00035483329411764705,9.000118,21,False,0
coreweave_earnings_deck_q4fy25,medium,24,False,0.5,0.5,0.5,,0.4,0.0022481340000000006,9.367225000000002e-05,3.959455,9,False,0
crh_results_deck_q4fy25,medium,42,False,0.08064516129032258,0.21739130434782608,0.11764705882352941,,0.0,0.007541058000000003,0.00017954900000000007,32.916554,83,False,0
dd1155_schedule_continuation_0007,medium,13,False,0.7272727272727273,0.7272727272727273,0.7272727272727273,,,0.0019582080000000003,0.00015063138461538465,3.952809,8,False,0
erie_county_2017_single_audit,medium,40,False,0.3122594832325454,0.37491749174917494,0.3407318536292742,,,0.02920016400000001,0.0007300041000000003,53.935341,140,False,0
gov_clin_schedule_0033,medium,50,False,0.07565011820330969,0.2882882882882883,0.1198501872659176,,0.0,0.020125769999999994,0.0004025153999999999,61.907142,168,False,0
gov_clin_schedule_0035,medium,22,False,0.4666666666666667,0.4666666666666667,0.4666666666666667,,,0.002314032,0.00010518327272727273,2.188446,5,False,0
gov_clin_schedule_0038,medium,22,False,0.5333333333333333,0.09195402298850575,0.1568627450980392,,,0.0013171619999999998,5.987099999999999e-05,1.551555,3,False,0
gsa_mas_it_labor_0003,medium,20,False,0.1939242613399917,0.5337915234822451,0.2844932844932845,,,0.011713296000000014,0.0005856648000000007,25.681494,65,False,0
gsa_mas_it_labor_0005,medium,25,False,0.2290748898678414,0.7166921898928025,0.34718100890207715,,,0.028622117999999988,0.0011448847199999996,67.512987,169,False,0
gsa_mas_it_labor_0006,medium,21,False,0.25301204819277107,0.12883435582822086,0.17073170731707318,,,0.0017335920000000004,8.255200000000002e-05,1.943004,4,False,0
gsa_mas_it_labor_0007,medium,40,False,0.6371681415929203,0.2737642585551331,0.3829787234042553,,,0.0015386699999999994,3.8466749999999985e-05,2.289748,5,False,0
gsa_mas_it_labor_0008,medium,33,False,0.17564870259481039,0.546583850931677,0.26586102719033233,,,0.021662718,0.000656446,59.435506,147,False,0
gsa_mas_it_labor_0010,medium,15,False,0.42424242424242425,0.42424242424242425,0.4242424242424243,,,0.001528002,0.0001018668,1.749287,4,False,0
gsa_mas_it_labor_0011,medium,37,False,0.23301413588691292,0.48071495766698025,0.3138820638820639,,,0.028358232,0.0007664387027027027,63.81436,162,False,0
gsa_mas_it_labor_0014,medium,21,False,0.6981132075471698,0.24183006535947713,0.3592233009708738,,,0.0016648799999999999,7.928e-05,1.917356,4,False,0
gsa_mas_it_labor_0016,medium,22,False,0.2700871248789932,0.7099236641221374,0.391304347826087,,,0.011617871999999996,0.0005280850909090908,29.028946,75,False,0
gsa_mas_it_labor_0018,medium,21,False,0.447973713033954,0.5223499361430396,0.482311320754717,,,0.03460585800000002,0.0016478980000000007,92.126599,227,False,0
gsa_mas_it_labor_0019,medium,27,False,0.2838817624093698,0.5178026449643948,0.36671469740634005,,,0.030719346000000005,0.0011377535555555558,76.305069,193,False,0
hpe_earnings_deck_q4fy25,medium,41,False,0.03102189781021898,0.5862068965517241,0.05892547660311958,,0.0,0.017382666,0.00042396746341463417,61.145148,160,False,0
jackson_college_2024_federal_awards_audit,medium,16,False,0.7894736842105263,0.16483516483516483,0.2727272727272727,,,0.001015602,6.3475125e-05,2.017351,4,False,0
nport__advisors_inner_circle_fund,medium,17,False,0.6398294456985202,0.6290998766954378,0.6344192986819199,0.3239086179597376,0.7294718909710391,0.02544700200000001,0.0014968824705882359,34.19425,83,False,0
nport__dunham_funds,medium,37,False,0.5865458963879377,0.566339590443686,0.5762656682402734,0.2456900612341027,0.7110957960027567,0.051158940000000014,0.0013826740540540544,56.000419,137,False,0
nport__sei_etf_2025q4,medium,23,False,0.6458444563089518,0.6343296626463905,0.6400352733686068,0.23780386968744832,0.7225218746254346,0.030608886000000002,0.0013308211304347826,37.794986,91,False,0
q4-2025-earnings-press-release,medium,15,False,0.0603448275862069,0.5,0.10769230769230771,,0.2,0.0081963,0.00054642,23.227216,62,False,0
real_bbb_service_list,medium,17,False,0.8267394270122783,0.8069241011984021,0.816711590296496,0.2067736185383244,0.7199297629499561,0.005405357999999997,0.0003179622352941175,12.286508,32,False,0
real_bbb_service_list_corrupted,medium,17,False,0.0625,0.0013315579227696406,0.0026075619295958283,0.0,0.0013605442176870747,0.0016065419999999996,9.450247058823527e-05,1.775608,4,False,0
real_blackrock_muni_bmn,medium,44,False,0.08484005563282336,0.03195390256678889,0.04642313546423136,0.029790115098171973,0.04454597372929754,0.04234528200000002,0.0009623927727272732,111.578807,306,False,0
real_blackrock_schedule_full,medium,45,False,0.36472945891783565,0.0566272557560672,0.09803393482359278,0.04641909814323608,0.04555314533622559,0.04819684799999998,0.0010710410666666661,88.890113,232,False,0
real_cooke_co_tx_2024,medium,20,False,0.057230597431602456,0.043617021276595745,0.04950495049504951,0.005849268841394826,0.018928801892880192,0.04313748599999993,0.0021568742999999967,122.036339,342,False,0
real_dcd_sumf_full,medium,27,False,0.3022452504317789,0.27910685805422647,0.2902155887230514,0.565359477124183,0.4207980652962515,0.009719513999999999,0.00035998199999999996,29.205205,83,False,0
real_dcd_sumf_full_corrupted,medium,27,False,0.0,0.0,0.0,0.0,0.0,0.0016582020000000005,6.14148888888889e-05,1.475189,3,False,0
real_enotes_deviations,medium,26,False,0.3333333333333333,0.003417634996582365,0.006765899864682003,0.00392156862745098,0.005449591280653951,0.0025987079999999995,9.995030769230767e-05,3.06338,7,False,0
real_enotes_deviations_corrupted,medium,26,False,0.0,0.0,0.0,0.0,0.0,0.0025601939999999996,9.846899999999998e-05,3.551926,9,False,0
real_fidelity_northstar,medium,18,False,0.39515545914678235,0.08913717175012233,0.1454618046313548,0.09298434325325683,0.0982288384222536,0.06866525399999998,0.0038147363333333323,91.742475,243,False,0
real_franklin_sep_2025,medium,12,False,0.6719327731092437,0.670355466130114,0.6711431928823234,0.4359550561797753,0.733039970663733,0.007133153999999999,0.0005944294999999999,15.368686,42,False,0
real_penn_hills_pa_2023,medium,34,False,0.045276447540269917,0.028222523744911805,0.034770979605483116,0.05216426193118757,0.05301080802882141,0.07644571200000018,0.0022484032941176525,148.318259,390,False,0
real_pueblo_oct_2025,medium,11,False,0.35769167892757886,0.511334423930825,0.42093112735667565,0.36452173913043473,0.5808784145688269,0.020664588000000008,0.0018785989090909097,44.70272,123,False,0
real_sm0801_dispositions_full,medium,25,False,0.5921985815602837,0.5827517447657029,0.5874371859296482,0.42711135018827323,0.4993890020366599,0.008630874,0.00034523496,19.873406,56,False,0
real_sm0801_dispositions_full_corrupted,medium,25,False,0.584573748308525,0.4307078763708873,0.49598163030998854,0.3107460643394935,0.4745427582797825,0.015671292000000003,0.0006268516800000001,45.122248,125,False,0
